idUsuario,idRestaurante,fechaVisita,consumo,conReserva
67,55,2025-10-06,209.41,true
107,39,2025-12-18,288.84,false
113,83,2024-02-26,29.7,false
258,173,2025-11-09,283.54,true
490,130,2025-11-17,119.64,false
424,42,2025-11-05,107.38,true
49,41,2026-04-28,215.41,false
131,79,2026-03-23,189.75,true
352,13,2025-12-25,124.95,true
59,177,2023-10-06,76.01,true
249,66,2024-03-02,79.11,false
346,111,2024-02-05,222.97,true
137,122,2024-05-22,86.75,true
142,190,2026-04-06,325.89,false
30,81,2025-10-22,280.93,false
61,166,2025-04-25,243.0,false
445,106,2025-01-02,91.83,false
123,42,2024-04-17,200.57,true
99,187,2023-10-11,183.04,false
124,157,2024-02-15,216.62,true
57,2,2023-11-27,69.34,false
125,163,2024-01-14,256.01,true
138,58,2026-04-29,36.55,false
164,15,2024-07-19,192.35,true
372,116,2026-03-12,287.02,false
319,187,2024-01-25,67.5,false
218,119,2023-08-24,91.05,true
303,172,2023-10-02,35.87,true
465,15,2023-07-08,252.1,true
75,73,2024-09-17,34.9,true
111,165,2026-05-01,216.02,true
303,120,2026-03-18,140.24,true
424,14,2024-12-16,216.83,true
434,20,2025-10-05,340.36,false
454,2,2025-06-04,161.85,false
208,148,2026-01-22,68.2,true
95,22,2025-03-15,344.34,false
143,56,2023-09-30,317.87,false
216,31,2023-10-01,117.75,true
288,117,2023-12-18,224.24,true
126,81,2023-10-17,249.4,false
5,54,2025-12-22,236.19,true
136,154,2025-05-22,52.41,true
458,153,2023-07-08,301.74,true
425,149,2025-07-25,107.97,true
89,93,2024-08-19,290.22,false
201,45,2023-12-21,283.66,true
251,38,2023-12-27,296.9,false
272,71,2024-04-08,55.71,false
466,143,2025-03-20,157.79,false
86,123,2026-03-25,288.1,false
171,32,2024-05-12,140.44,true
223,19,2025-10-14,77.23,true
89,185,2024-03-22,229.39,false
115,42,2024-12-01,347.44,false
422,146,2026-01-26,298.25,false
447,73,2025-12-07,133.73,true
462,125,2025-10-24,25.63,true
415,168,2025-01-04,212.65,true
190,195,2023-08-05,267.51,true
352,106,2025-07-14,330.98,false
213,86,2026-04-22,75.41,true
202,130,2024-09-14,287.79,true
357,117,2025-11-23,267.69,false
428,61,2025-06-07,182.85,false
206,104,2024-12-03,201.88,true
155,106,2025-11-15,331.02,true
473,154,2025-12-13,287.94,true
186,127,2025-11-17,254.45,true
479,115,2025-04-22,297.94,false
17,71,2023-09-17,65.67,true
233,139,2025-05-11,146.49,true
496,11,2025-08-09,73.92,true
265,180,2026-03-04,335.92,false
179,20,2025-12-30,347.88,false
144,11,2024-12-23,147.47,false
3,195,2024-07-23,321.61,false
411,144,2025-12-04,330.49,false
245,137,2025-05-14,45.37,true
500,30,2026-04-15,59.43,false
18,170,2024-07-19,338.73,true
140,148,2026-01-25,206.83,true
134,164,2025-02-20,207.74,true
226,190,2026-02-04,229.77,true
266,40,2026-02-17,28.75,false
162,91,2023-11-24,102.6,true
496,117,2025-06-10,50.0,true
231,69,2024-09-11,100.69,false
296,148,2025-03-26,327.73,true
296,99,2026-01-01,244.65,true
18,169,2024-10-06,85.66,false
399,54,2025-01-22,81.61,true
302,34,2024-11-29,105.72,true
89,143,2024-03-14,74.52,false
288,196,2023-08-12,123.23,true
155,107,2023-12-25,184.41,true
53,85,2026-02-13,126.45,true
41,19,2025-06-02,94.87,true
191,93,2023-08-11,229.16,true
467,134,2024-08-26,279.35,false
144,79,2023-10-09,118.72,true
300,155,2024-07-21,48.77,true
488,139,2024-10-30,177.21,true
433,163,2026-02-16,30.42,true
277,133,2023-08-19,119.52,true
143,68,2024-05-28,76.7,false
451,8,2024-11-03,33.68,false
223,52,2026-05-06,90.96,false
471,79,2025-03-25,149.32,false
151,107,2026-04-29,102.39,true
307,161,2024-03-23,213.37,true
316,12,2025-11-11,348.25,false
452,19,2023-12-13,83.25,false
387,40,2023-10-12,286.01,false
14,183,2025-04-16,305.95,false
237,118,2024-09-09,310.09,true
3,112,2025-09-01,239.22,true
491,31,2026-06-08,262.72,true
189,34,2024-09-23,284.51,true
170,133,2024-01-11,160.35,false
437,66,2023-07-27,176.71,true
497,63,2025-02-09,102.76,true
104,194,2023-07-18,254.54,false
194,75,2025-11-11,222.06,true
228,25,2024-04-15,73.63,false
363,105,2024-04-28,158.9,false
307,9,2024-07-06,81.97,false
88,105,2025-12-18,286.4,false
430,31,2026-01-30,158.68,true
268,102,2024-03-28,101.68,true
119,124,2025-06-21,271.21,true
104,104,2026-01-17,87.78,true
79,166,2025-02-28,177.35,false
120,125,2023-08-29,86.57,true
247,193,2025-10-15,49.03,true
322,198,2024-03-29,76.4,false
276,28,2024-07-13,27.6,true
443,10,2025-04-10,241.12,false
197,6,2024-10-29,278.67,false
311,153,2024-12-08,228.69,false
11,196,2026-03-03,36.82,false
233,164,2026-05-29,202.37,false
240,116,2024-11-15,128.61,true
142,163,2026-03-08,118.15,false
283,120,2024-07-02,196.96,false
89,77,2024-08-30,297.51,true
163,100,2025-10-13,206.85,false
272,104,2026-01-31,322.77,false
255,46,2023-09-08,330.22,true
289,44,2023-12-02,82.77,false
396,148,2025-09-17,322.28,true
14,92,2024-03-17,81.93,true
326,1,2023-12-28,257.87,true
128,83,2025-10-28,137.83,false
150,122,2024-04-08,221.71,true
240,190,2026-02-15,63.22,false
451,151,2023-12-02,32.07,true
139,182,2025-03-28,47.12,false
26,128,2023-10-11,275.77,true
474,144,2025-02-08,144.75,false
41,174,2025-06-02,107.72,false
370,29,2026-02-26,306.63,true
277,147,2024-09-27,247.06,true
221,93,2025-06-19,242.48,true
53,77,2024-12-21,265.51,true
243,53,2024-07-31,44.33,false
480,95,2023-07-08,114.14,true
356,122,2024-05-02,37.13,false
191,79,2025-03-23,206.44,false
312,57,2024-07-02,255.8,true
264,43,2023-07-05,81.4,false
125,48,2023-09-24,181.04,false
189,134,2024-04-21,186.73,false
441,94,2025-11-04,60.63,false
45,54,2025-11-01,30.99,false
173,175,2026-05-01,114.42,false
22,149,2024-08-19,57.98,false
416,174,2023-08-15,94.21,false
382,74,2023-07-21,129.99,true
213,189,2026-02-07,51.5,true
413,190,2025-03-25,249.42,false
39,31,2025-07-17,292.13,false
210,63,2024-08-25,199.11,true
88,45,2024-09-05,168.7,true
438,124,2023-09-03,161.75,false
426,200,2024-04-15,135.7,true
442,138,2025-07-31,204.21,false
421,188,2024-09-14,247.98,true
28,56,2024-04-30,308.51,false
36,163,2023-08-16,98.9,false
119,74,2024-08-08,206.4,true
359,74,2025-06-06,336.55,false
144,94,2024-04-05,213.87,false
375,100,2023-11-09,292.32,false
113,90,2024-07-09,169.01,false
396,71,2023-09-27,246.38,false
303,47,2026-03-27,212.82,true
289,191,2024-03-29,194.1,true
90,168,2024-01-15,349.48,true
202,25,2024-10-11,194.22,false
344,121,2023-06-28,53.69,true
24,114,2026-03-10,241.77,false
367,11,2023-08-30,296.8,false
348,153,2025-11-28,347.75,false
461,73,2023-12-22,208.72,false
394,189,2025-01-21,338.32,true
381,164,2025-04-10,192.41,true
2,151,2026-02-11,250.81,false
180,152,2026-01-27,237.33,false
298,166,2026-05-30,236.92,true
3,69,2025-07-05,331.24,true
474,114,2024-01-20,114.21,true
473,130,2025-05-08,317.21,false
309,45,2026-05-10,258.93,true
305,59,2024-04-25,337.57,false
75,125,2024-10-28,85.63,false
243,95,2024-04-19,116.32,false
147,41,2024-09-12,285.23,true
274,49,2024-07-13,104.85,true
460,20,2025-01-24,125.91,false
281,86,2024-01-11,196.08,true
470,117,2025-10-27,343.33,false
434,4,2025-04-24,286.58,false
115,93,2025-06-26,116.72,true
371,40,2025-05-16,65.09,true
390,31,2026-05-28,290.7,false
371,175,2024-07-28,85.14,false
279,182,2023-12-22,37.15,true
125,95,2024-06-20,183.0,false
380,46,2024-06-11,323.65,false
84,66,2024-06-07,277.15,false
435,17,2024-12-22,65.05,true
340,47,2025-04-23,61.68,true
340,122,2024-05-12,317.62,true
159,69,2025-09-21,312.65,false
429,166,2025-05-17,110.17,false
370,116,2026-03-15,47.86,false
101,82,2025-11-11,278.54,true
364,79,2026-05-31,173.69,true
73,14,2023-10-06,263.24,true
186,67,2024-08-07,275.93,false
76,19,2026-03-27,286.18,true
38,5,2025-10-25,33.7,true
93,21,2024-02-21,255.7,true
428,78,2025-09-20,46.41,false
430,151,2026-02-09,78.85,true
484,125,2023-12-17,50.01,false
333,168,2024-09-16,332.87,true
313,178,2024-08-06,73.24,true
68,197,2023-09-09,245.49,false
209,166,2026-04-13,104.56,false
232,119,2025-06-29,215.45,false
166,80,2026-05-12,95.06,false
393,86,2024-02-12,326.81,true
26,46,2024-04-10,269.79,false
170,34,2024-05-16,123.65,false
316,93,2025-03-02,34.52,true
31,105,2024-11-02,287.63,true
337,8,2023-07-02,334.35,true
138,181,2026-01-17,45.71,true
374,160,2025-07-06,103.6,true
315,93,2025-08-14,101.01,true
276,142,2025-02-01,310.08,false
432,122,2024-11-01,34.65,true
51,147,2025-02-06,315.44,false
5,181,2024-04-02,78.75,true
50,53,2025-10-27,302.18,false
24,148,2025-12-20,287.9,false
111,117,2026-04-16,29.6,true
435,38,2023-06-24,142.83,false
48,102,2024-08-18,346.59,true
227,8,2024-12-02,150.67,false
319,122,2024-07-07,72.03,true
311,39,2025-05-02,317.37,false
4,183,2025-11-25,188.38,true
471,3,2023-12-09,249.52,true
51,102,2024-10-16,331.33,false
448,143,2024-07-27,209.96,true
237,117,2024-06-22,88.82,true
353,20,2025-12-06,138.91,true
256,93,2024-08-26,230.45,false
213,131,2025-05-21,143.18,true
230,164,2023-07-19,230.34,false
294,32,2024-05-01,344.74,true
27,9,2024-02-23,337.48,false
154,14,2025-01-27,278.36,false
354,19,2025-10-16,212.14,false
18,130,2025-09-28,30.41,true
267,1,2024-10-07,96.04,true
354,8,2024-10-15,338.62,true
193,44,2025-02-19,148.21,true
234,36,2025-01-21,229.4,true
84,69,2023-11-17,299.04,true
351,141,2025-07-25,111.28,false
367,70,2025-01-20,44.98,true
89,142,2024-12-19,145.75,true
209,105,2026-04-19,103.04,false
223,95,2024-10-19,99.11,true
237,143,2025-11-18,326.46,true
99,142,2024-11-27,100.78,false
42,80,2025-08-23,31.41,false
465,77,2026-04-08,83.6,false
469,82,2025-12-31,234.77,false
67,39,2023-08-06,79.91,false
179,117,2026-04-05,256.13,true
122,174,2024-02-19,32.02,false
496,45,2024-04-02,59.08,false
426,190,2024-05-24,50.78,false
215,118,2025-10-01,70.68,false
500,157,2024-05-24,153.07,true
52,165,2026-03-28,29.56,true
178,94,2025-06-12,157.65,true
403,41,2026-02-01,320.32,true
457,46,2026-05-22,291.72,false
435,159,2024-02-16,289.38,false
166,180,2026-05-09,61.26,true
367,19,2025-01-13,238.24,false
143,107,2023-07-16,110.91,true
144,106,2024-07-31,254.53,false
425,134,2026-03-16,66.98,false
396,34,2023-08-02,289.12,false
294,44,2023-11-06,325.33,false
55,67,2024-12-25,290.47,true
2,183,2024-06-30,131.66,true
414,183,2023-12-30,340.38,true
72,45,2025-06-28,246.26,true
117,93,2025-10-22,338.35,true
443,167,2025-01-30,34.73,false
266,187,2024-08-15,240.14,true
298,123,2025-08-19,75.31,true
35,79,2023-08-18,333.15,false
384,101,2024-07-07,37.97,true
60,106,2024-04-27,145.43,false
163,85,2024-12-15,304.81,true
241,190,2024-01-16,231.07,true
21,159,2025-05-05,28.54,true
243,117,2025-03-25,110.81,true
270,1,2026-03-21,175.79,true
18,86,2025-10-30,119.56,true
245,118,2024-09-14,62.12,true
215,174,2024-12-10,67.65,true
218,187,2026-06-17,146.05,false
176,131,2023-08-12,178.77,false
156,95,2023-12-28,134.67,true
148,118,2025-12-15,34.37,true
110,135,2025-06-02,331.68,true
326,105,2025-08-13,294.45,false
400,14,2025-09-05,315.36,false
199,52,2026-01-09,226.22,true
351,67,2026-04-25,162.98,false
355,152,2023-11-28,79.32,true
150,51,2025-07-30,60.18,false
208,69,2026-01-29,81.79,false
154,129,2025-07-27,51.03,false
433,129,2026-04-16,75.38,true
438,154,2025-09-28,311.29,false
305,30,2025-04-29,268.72,true
178,54,2023-12-19,175.14,true
356,37,2025-05-15,154.07,false
271,123,2024-11-15,231.29,false
287,139,2025-02-05,50.24,false
197,50,2024-07-03,32.59,true
240,182,2024-09-05,168.48,true
192,97,2026-03-14,54.94,true
305,168,2023-12-23,258.22,true
242,74,2023-12-09,151.62,true
95,49,2024-09-19,279.32,false
289,144,2023-11-19,333.11,true
274,123,2025-06-02,131.56,false
256,149,2026-02-13,266.28,false
46,13,2024-10-19,217.36,false
304,174,2023-12-10,337.96,true
239,198,2025-10-31,69.53,false
281,6,2024-09-07,322.86,false
28,92,2024-04-25,79.7,true
344,87,2023-07-12,124.45,false
367,170,2024-03-30,312.73,false
19,86,2024-05-03,141.55,true
361,54,2024-02-15,176.6,true
8,26,2023-09-21,340.63,false
193,141,2023-10-31,229.63,true
27,7,2025-09-17,270.26,false
356,71,2023-11-19,26.34,true
477,175,2024-12-17,79.41,true
84,108,2023-09-03,35.97,true
227,1,2026-04-08,42.87,false
134,83,2024-12-31,264.25,true
324,75,2025-10-26,316.82,false
275,11,2024-10-13,79.91,false
456,95,2023-09-03,176.91,true
447,38,2024-06-30,34.89,false
293,44,2026-06-16,294.83,false
67,96,2025-03-09,62.65,false
368,78,2024-01-25,54.02,true
225,93,2025-02-16,267.47,false
1,116,2023-11-11,218.97,false
446,40,2024-03-09,62.28,false
432,101,2024-11-14,39.66,true
360,50,2025-01-13,195.34,false
147,87,2023-10-02,234.15,true
476,116,2026-01-16,135.44,false
50,66,2024-05-06,155.48,false
125,27,2025-11-28,108.71,true
201,92,2024-07-22,172.34,false
116,21,2023-06-24,238.51,false
485,1,2024-04-15,167.64,false
103,110,2023-11-13,62.79,true
427,171,2024-11-23,206.26,false
209,182,2024-12-14,195.86,false
254,23,2024-07-05,137.04,false
460,94,2024-12-04,57.22,true
424,40,2025-10-20,80.7,true
421,69,2023-10-12,29.4,false
238,121,2023-07-10,250.0,true
421,77,2026-02-07,154.43,false
8,13,2024-04-27,207.18,true
38,100,2025-03-17,168.87,false
244,34,2023-11-10,117.72,false
366,30,2025-11-09,348.47,false
212,105,2023-08-19,123.67,true
306,122,2025-06-27,241.91,false
385,155,2024-11-12,126.37,true
376,114,2025-02-17,253.88,true
313,45,2024-03-24,271.64,false
310,143,2024-07-06,327.55,false
214,35,2023-11-01,94.7,false
98,83,2025-09-03,50.44,false
436,124,2024-07-21,184.41,false
355,195,2025-04-08,238.62,false
158,148,2024-03-27,250.01,false
309,182,2025-07-16,107.42,true
344,135,2024-03-30,235.47,true
10,34,2023-06-30,239.95,true
81,83,2024-07-13,260.29,false
162,84,2024-07-16,200.06,false
419,87,2025-03-20,95.89,false
350,94,2024-10-29,189.83,true
407,34,2023-10-28,96.81,false
37,22,2024-11-04,311.66,false
79,161,2023-09-26,29.11,true
50,188,2024-06-28,296.96,true
74,124,2024-08-02,75.79,false
393,199,2025-12-26,249.66,false
319,188,2025-10-11,161.89,true
63,28,2024-01-01,347.83,true
421,107,2025-10-20,153.43,false
116,199,2026-03-29,93.37,true
403,125,2025-04-08,242.54,true
62,181,2023-12-07,196.45,false
100,95,2024-09-05,120.14,true
135,128,2024-09-07,145.73,true
221,2,2025-01-03,97.12,false
109,32,2024-03-14,127.2,true
88,159,2025-11-18,47.18,true
493,48,2024-10-31,27.11,true
472,175,2025-01-27,130.19,false
276,15,2025-04-24,201.6,false
448,138,2024-11-04,81.48,false
445,142,2026-05-31,260.31,false
317,140,2024-01-06,138.87,true
416,195,2025-10-19,313.04,false
437,53,2025-06-16,180.11,false
299,75,2024-09-15,282.65,true
472,155,2025-06-05,330.24,false
8,82,2025-04-05,124.39,false
481,93,2026-02-10,106.66,true
318,143,2025-05-14,252.01,true
405,37,2024-03-29,311.69,false
450,180,2024-06-19,80.01,true
487,56,2024-06-24,228.24,true
444,11,2025-07-04,311.61,false
90,198,2026-02-21,254.59,true
185,194,2025-10-15,42.96,false
469,57,2024-03-25,298.78,false
391,179,2024-02-29,204.73,true
401,100,2025-06-02,37.68,false
41,52,2025-11-06,35.29,false
495,112,2024-04-28,203.72,false
50,85,2025-09-26,41.24,true
339,142,2024-11-29,240.32,false
458,182,2024-03-17,59.62,true
210,17,2023-07-05,309.26,true
433,116,2025-11-01,191.98,true
249,84,2023-08-25,311.2,true
83,75,2024-09-17,45.55,true
343,168,2025-03-25,277.84,false
8,52,2025-11-15,175.41,true
463,20,2025-10-18,189.08,false
338,131,2025-05-13,148.47,false
211,26,2023-11-24,100.99,false
449,114,2026-03-29,286.16,false
368,12,2025-03-28,279.0,false
22,130,2025-04-10,87.83,true
261,34,2024-11-26,101.26,false
401,69,2026-02-06,232.32,true
11,22,2024-07-12,170.07,true
45,194,2024-10-20,338.39,false
225,67,2026-04-01,190.39,true
496,20,2025-04-08,200.79,false
258,44,2025-04-28,325.5,true
479,107,2026-03-22,156.49,true
479,190,2025-10-06,206.62,true
99,41,2025-10-21,144.8,false
335,92,2025-07-23,183.42,false
69,190,2023-11-26,293.42,true
73,63,2024-02-02,82.56,true
164,185,2024-10-28,257.15,false
86,128,2024-06-08,118.2,false
216,145,2023-07-04,86.62,false
244,93,2024-09-13,214.76,false
382,104,2025-06-19,32.5,true
350,128,2024-10-19,108.39,false
438,179,2024-04-20,86.13,true
357,101,2023-10-11,86.66,false
427,159,2025-10-11,278.45,true
405,198,2024-11-19,148.37,true
385,46,2026-02-23,229.22,false
276,113,2023-11-26,89.09,true
344,118,2026-02-11,56.09,true
55,160,2025-05-23,82.8,true
17,61,2025-01-14,326.81,false
63,49,2025-12-30,80.71,true
202,93,2024-02-12,217.05,false
255,40,2024-07-18,49.67,false
467,52,2023-08-19,170.98,false
278,29,2023-08-22,338.12,false
107,9,2026-03-24,236.78,false
476,30,2023-09-20,231.21,true
206,104,2025-05-22,66.15,true
134,36,2024-09-29,201.8,true
96,165,2025-11-29,266.64,true
241,107,2025-04-11,95.34,false
349,199,2025-03-13,148.41,false
267,19,2024-01-06,119.18,true
500,87,2023-08-28,236.2,false
110,73,2024-12-07,189.21,true
79,143,2024-04-06,236.9,false
221,69,2024-05-17,319.4,false
75,50,2024-04-26,56.01,true
324,87,2024-01-27,257.29,true
182,73,2025-04-06,75.86,false
202,64,2024-08-06,96.53,false
425,69,2025-10-03,334.95,true
403,175,2025-11-05,212.29,false
450,117,2024-09-02,241.28,true
209,155,2025-03-06,341.91,true
31,127,2024-04-24,69.38,false
141,185,2024-03-31,127.18,false
393,190,2025-12-08,131.02,true
84,40,2024-05-22,204.27,true
48,171,2025-07-03,43.68,false
421,66,2024-09-06,34.0,false
168,172,2024-11-09,296.4,true
240,71,2025-05-08,66.05,false
257,72,2025-01-02,151.44,true
98,60,2026-04-18,330.73,false
295,5,2023-12-24,320.59,false
428,43,2026-04-28,244.69,false
435,114,2025-04-10,320.63,false
473,73,2026-04-16,55.8,true
181,55,2024-02-14,244.93,true
338,104,2024-03-23,310.29,false
333,129,2026-01-08,96.98,false
269,38,2024-11-10,167.32,false
184,109,2025-02-25,59.68,true
436,86,2025-11-07,342.99,true
440,190,2024-06-15,243.67,false
208,134,2024-06-25,157.11,true
336,107,2025-03-28,250.24,true
23,187,2023-07-13,144.83,true
382,51,2025-04-25,265.87,false
214,32,2025-11-10,263.25,false
214,109,2025-12-25,162.33,true
72,81,2024-07-04,103.86,true
161,24,2025-11-24,192.22,true
157,65,2025-09-22,47.59,false
8,119,2023-09-06,229.27,false
132,62,2026-05-18,343.82,false
182,195,2025-04-13,150.46,false
352,188,2026-01-08,343.95,false
254,156,2025-06-04,341.15,false
368,56,2024-03-22,195.69,true
412,126,2026-05-12,190.63,true
277,28,2024-10-01,173.07,false
381,35,2025-04-23,242.34,false
490,81,2024-05-18,74.82,true
260,50,2024-08-09,319.24,false
76,176,2024-01-05,161.51,true
191,94,2025-12-09,82.84,true
105,182,2024-03-02,26.47,true
178,52,2024-07-11,104.3,false
341,61,2023-12-18,152.16,true
338,14,2025-04-01,164.44,false
301,35,2025-01-05,93.7,false
274,173,2024-05-21,268.37,true
135,171,2023-09-11,52.56,false
273,56,2023-09-25,213.11,false
159,124,2023-12-31,304.5,true
362,3,2025-01-05,242.47,false
214,123,2025-10-12,207.56,true
123,163,2024-09-11,94.45,false
373,195,2025-07-08,278.85,true
57,86,2023-06-22,306.78,false
372,199,2024-05-31,288.94,false
189,161,2024-05-07,192.16,true
448,56,2025-06-27,332.79,false
414,14,2025-07-03,91.37,true
316,85,2024-03-16,26.04,true
362,105,2026-05-23,349.41,true
1,43,2024-04-29,262.86,true
85,59,2024-12-29,325.52,true
219,116,2025-06-05,171.26,true
441,101,2026-05-02,276.85,true
286,26,2024-08-17,230.07,false
53,13,2023-08-28,169.3,false
296,2,2024-11-10,335.85,false
267,21,2025-05-21,120.92,false
443,65,2025-04-25,293.29,false
36,3,2024-06-13,305.54,false
4,157,2024-10-16,266.55,true
312,161,2023-12-10,187.43,true
431,87,2024-03-09,90.36,false
130,2,2024-09-14,194.62,true
151,63,2024-09-17,129.32,true
66,185,2025-03-16,347.49,false
95,130,2025-12-04,300.55,true
339,113,2025-05-05,262.82,false
436,71,2024-02-26,190.11,false
48,17,2026-04-22,319.94,false
214,124,2026-01-30,85.33,true
217,124,2025-05-22,132.6,true
120,20,2024-02-20,81.64,false
440,166,2024-11-05,59.72,true
271,1,2023-08-28,156.2,false
447,199,2025-12-31,68.56,false
287,87,2024-05-29,201.38,false
432,65,2024-04-29,285.94,false
261,97,2024-09-30,232.66,true
421,192,2025-07-18,309.54,true
323,41,2023-12-04,184.22,false
278,189,2024-03-09,116.65,false
14,40,2024-08-16,315.34,true
46,122,2025-01-16,47.41,true
127,181,2025-06-27,255.13,true
319,31,2026-01-15,298.42,true
423,123,2025-01-06,122.23,false
486,148,2024-03-28,256.76,true
226,39,2023-12-30,96.21,true
192,107,2023-09-14,297.87,true
351,13,2024-03-01,347.66,false
156,120,2025-10-31,332.91,false
149,144,2025-10-16,277.42,false
413,116,2025-01-28,43.3,false
327,113,2024-06-21,25.35,false
236,54,2024-01-07,122.57,true
101,113,2024-06-09,162.84,false
440,119,2026-02-13,90.84,true
365,107,2026-04-25,310.25,false
30,131,2025-03-24,131.01,true
478,52,2026-02-16,80.81,true
500,42,2023-11-27,30.36,false
119,124,2026-01-23,329.55,true
154,40,2024-04-29,337.61,true
449,99,2024-05-07,349.11,true
240,163,2025-08-07,249.41,true
170,116,2023-10-15,143.96,false
78,133,2025-11-21,231.84,false
116,169,2023-08-24,304.52,true
244,25,2023-06-24,327.85,false
157,172,2024-01-02,181.52,true
468,132,2024-09-14,297.0,true
299,186,2024-10-01,95.88,false
267,86,2025-06-25,174.21,false
123,148,2023-12-16,192.95,true
115,82,2025-01-05,278.31,false
131,45,2025-07-30,73.74,false
218,74,2024-11-15,208.71,false
109,80,2025-12-03,159.25,true
142,179,2025-06-21,176.17,true
226,175,2026-05-19,315.31,true
217,154,2025-01-27,236.51,true
481,72,2025-02-27,284.76,true
354,107,2025-03-01,33.38,false
157,40,2024-09-03,328.67,true
308,57,2023-07-23,102.64,false
425,85,2025-06-10,215.04,false
85,99,2024-07-14,58.62,false
78,119,2024-02-25,203.21,false
68,78,2026-04-18,121.76,false
364,121,2026-02-07,212.35,false
395,50,2026-03-28,68.61,false
472,137,2025-10-28,81.67,false
251,7,2024-05-11,116.89,false
118,182,2024-03-07,344.32,false
129,166,2026-03-18,141.32,true
124,69,2025-04-13,207.7,false
326,186,2024-01-17,173.68,false
35,198,2025-04-10,295.59,true
182,65,2024-01-24,69.73,false
138,15,2025-06-28,145.34,true
265,1,2024-06-11,244.93,false
445,138,2024-06-04,242.41,true
432,142,2023-10-05,127.98,false
499,145,2024-08-07,71.29,true
178,56,2023-12-21,92.88,true
104,196,2025-07-24,245.28,false
498,151,2026-02-19,97.03,true
229,55,2024-11-29,167.37,true
371,137,2024-01-07,188.26,false
307,135,2026-01-02,31.09,false
52,149,2025-03-17,112.58,false
318,133,2024-03-02,176.64,true
172,20,2024-05-04,46.14,false
176,5,2024-11-09,258.17,true
379,180,2025-10-10,236.14,true
278,31,2026-03-01,185.46,false
157,41,2025-06-24,125.75,false
283,5,2025-10-21,72.36,true
6,69,2025-09-22,261.35,false
367,93,2024-11-24,166.11,true
378,173,2024-05-30,347.56,true
262,57,2025-06-05,226.54,false
378,138,2023-10-29,115.92,true
55,19,2023-12-06,192.62,false
54,77,2024-02-06,285.32,false
197,146,2025-02-05,103.18,false
145,140,2024-03-16,213.47,false
34,8,2023-09-16,245.56,true
308,146,2025-10-12,110.96,true
268,145,2024-04-01,295.61,false
365,85,2025-06-10,113.78,false
276,15,2024-07-29,25.3,false
262,139,2025-03-10,295.77,true
62,65,2023-10-25,192.9,false
459,85,2025-05-04,135.36,false
365,156,2024-05-20,190.58,true
71,105,2023-08-28,344.57,true
448,49,2024-01-10,183.62,false
286,85,2025-01-20,227.76,false
94,17,2025-12-22,61.57,true
423,168,2024-12-04,125.14,true
424,174,2024-08-05,304.83,false
21,20,2025-12-08,223.11,false
353,102,2023-12-02,216.88,true
68,198,2024-08-10,345.07,true
386,69,2026-05-17,192.77,false
457,71,2026-01-14,106.32,false
38,137,2025-09-13,110.6,false
38,181,2023-07-11,40.29,false
183,49,2025-06-30,201.58,false
259,87,2025-09-05,179.98,false
74,189,2024-02-25,206.07,true
131,121,2023-11-26,208.18,true
107,9,2024-04-27,239.95,false
49,54,2024-06-28,147.62,true
233,34,2023-08-01,94.83,false
47,183,2023-08-09,141.13,false
114,100,2023-11-24,159.66,true
403,128,2025-10-08,217.9,false
255,44,2025-07-18,296.52,false
103,200,2026-05-24,241.95,false
180,18,2024-05-21,212.41,false
420,30,2024-05-25,72.96,true
75,196,2023-10-26,231.73,true
422,83,2025-10-31,206.71,false
116,80,2025-11-15,181.09,true
310,85,2023-12-23,291.47,true
9,55,2023-09-03,141.35,true
31,76,2024-02-06,183.29,true
373,160,2025-01-03,76.76,true
258,128,2025-03-22,65.22,false
404,146,2026-06-06,297.45,false
23,71,2025-12-17,237.39,false
421,156,2024-05-05,325.7,false
455,194,2024-04-11,236.12,true
311,96,2026-01-02,279.76,true
110,175,2024-04-24,164.7,true
138,137,2024-05-09,44.37,true
199,168,2025-06-16,273.03,true
408,182,2025-05-10,57.54,true
139,189,2025-01-06,227.43,true
355,53,2024-11-09,319.74,true
382,187,2025-08-06,282.2,false
338,2,2025-08-20,242.52,true
402,152,2023-11-14,349.51,true
420,170,2024-07-29,76.52,true
107,83,2025-05-12,282.74,false
249,164,2025-12-02,31.62,true
42,59,2024-03-20,135.59,true
163,128,2025-05-06,76.09,false
463,29,2024-11-23,85.21,true
79,57,2024-11-23,342.8,true
186,163,2025-11-09,88.64,false
443,128,2026-05-30,199.32,false
408,86,2026-05-14,273.33,true
386,53,2024-04-08,244.73,true
229,105,2024-05-17,245.03,true
334,116,2025-10-02,348.93,false
226,95,2026-06-04,151.42,true
41,181,2026-05-27,342.28,true
97,45,2025-08-15,159.55,false
213,24,2023-07-25,271.18,false
295,79,2024-08-03,31.24,false
270,159,2025-10-03,116.51,true
287,83,2025-08-01,152.51,false
321,113,2025-01-21,185.52,false
329,145,2025-12-03,190.35,false
481,6,2025-07-06,198.66,true
380,155,2023-07-17,324.69,false
156,172,2024-02-21,54.65,true
406,196,2025-05-31,104.74,false
187,92,2025-04-13,268.92,true
395,138,2024-10-26,311.03,true
434,67,2026-05-08,33.92,true
452,127,2024-05-28,267.88,false
103,14,2024-01-14,267.98,true
424,195,2023-11-19,55.38,false
266,194,2024-12-06,228.56,false
12,199,2026-05-17,234.06,true
221,58,2025-04-11,120.85,false
77,77,2025-12-20,320.32,true
