idUsuario1,idUsuario2,fechaAmistad
194,336,2021-08-16
194,380,2022-11-03
194,384,2020-09-04
194,462,2023-04-24
194,475,2023-04-24
195,234,2024-06-05
195,240,2025-01-21
195,269,2017-11-10
195,290,2025-01-02
195,392,2017-03-18
195,395,2022-10-26
196,358,2024-12-08
196,363,2018-04-27
197,232,2021-12-26
197,305,2025-05-16
197,337,2018-11-24
197,340,2024-11-05
197,438,2022-09-19
198,231,2017-11-17
198,303,2026-06-07
198,435,2022-06-22
198,448,2025-01-18
198,449,2024-10-04
199,242,2021-10-18
199,278,2019-06-10
199,389,2025-09-10
199,500,2019-01-26
200,285,2023-07-15
200,412,2025-10-27
201,230,2020-08-23
201,243,2022-06-20
201,282,2018-05-24
201,342,2022-08-25
201,369,2019-05-05
201,388,2018-09-02
201,443,2023-03-12
201,476,2018-05-27
202,281,2023-03-04
202,298,2025-12-17
202,303,2025-05-10
202,377,2025-08-02
203,238,2017-02-11
203,304,2017-05-10
203,449,2026-02-26
204,343,2025-10-21
205,209,2024-08-09
205,252,2026-02-13
205,370,2020-05-08
205,449,2025-06-28
205,450,2018-04-08
205,467,2021-06-30
205,468,2025-09-10
206,237,2021-08-25
206,315,2018-12-17
206,353,2024-05-15
206,368,2026-01-17
206,407,2023-10-03
207,316,2026-04-08
207,320,2019-09-13
207,359,2021-12-29
207,468,2025-01-12
208,218,2022-12-18
208,246,2024-03-30
208,309,2026-02-19
208,345,2018-12-13
208,415,2020-06-20
208,440,2023-11-05
208,480,2022-05-03
208,489,2022-03-09
209,262,2024-01-05
209,456,2016-08-02
210,291,2020-10-26
210,386,2023-09-02
210,390,2025-02-25
210,423,2024-06-25
211,360,2017-08-22
211,385,2025-02-27
211,457,2024-03-01
211,499,2025-11-13
212,243,2020-10-19
212,338,2019-11-28
212,339,2021-05-25
212,342,2026-02-12
212,355,2017-10-05
212,410,2017-01-19
212,492,2023-08-02
213,313,2023-03-10
213,357,2023-03-13
213,434,2018-10-21
214,283,2024-06-13
214,323,2024-10-14
214,415,2016-12-06
214,475,2016-12-01
215,372,2023-12-23
215,471,2016-07-05
216,237,2025-07-30
216,240,2024-04-11
216,284,2024-03-06
216,333,2025-04-16
216,406,2026-06-07
216,455,2022-07-31
217,375,2024-08-26
218,228,2021-12-31
218,309,2017-07-29
218,364,2025-02-03
218,426,2025-11-02
219,315,2023-05-12
220,375,2018-10-02
221,243,2016-12-19
221,344,2020-04-23
221,348,2020-04-13
221,362,2020-04-23
221,371,2018-04-17
221,378,2026-02-08
221,408,2023-08-13
222,302,2022-05-25
223,256,2018-11-26
223,298,2024-08-19
223,309,2019-01-12
223,328,2025-02-01
223,405,2019-12-19
223,497,2019-07-10
224,301,2017-02-20
224,348,2021-02-01
224,376,2025-11-05
224,413,2020-07-26
224,415,2023-07-17
225,247,2025-11-04
225,259,2020-07-24
225,390,2025-05-23
225,426,2018-03-06
225,489,2026-03-29
226,242,2019-01-02
226,312,2024-01-07
226,350,2024-07-25
226,438,2018-04-10
226,450,2021-08-03
226,495,2019-06-09
226,499,2025-05-04
227,306,2022-04-06
227,351,2019-03-27
228,249,2020-08-22
228,258,2025-07-02
228,293,2022-01-10
228,343,2023-08-27
228,365,2018-07-03
228,390,2020-12-29
228,404,2016-10-11
228,439,2016-10-10
228,443,2022-05-24
228,476,2018-11-02
228,485,2020-02-21
228,489,2017-04-16
229,231,2023-11-18
229,283,2026-06-05
229,355,2018-10-15
229,376,2020-12-11
229,443,2022-05-18
229,467,2016-06-26
230,270,2017-10-22
230,310,2020-06-15
230,365,2023-09-21
230,388,2022-05-04
231,244,2019-02-26
231,260,2016-12-27
231,374,2020-09-26
231,380,2019-03-04
231,421,2021-03-10
231,427,2022-11-14
232,294,2022-09-03
232,312,2017-11-25
232,365,2021-12-06
232,372,2022-01-23
233,273,2017-08-14
233,393,2021-01-24
234,259,2018-10-25
234,275,2017-09-20
234,311,2021-11-29
234,413,2024-12-08
234,455,2017-10-02
234,472,2019-12-26
235,270,2021-08-29
235,276,2022-02-22
235,303,2024-01-19
235,350,2023-08-26
235,445,2025-08-05
235,467,2018-12-19
236,281,2016-10-11
236,294,2019-01-27
236,322,2025-09-08
236,364,2022-07-15
236,437,2017-01-13
236,480,2017-04-27
236,496,2018-03-23
237,280,2021-01-10
237,377,2021-03-19
238,277,2017-08-28
238,280,2018-12-09
238,297,2025-04-28
238,434,2017-01-20
238,440,2022-07-01
238,496,2025-06-22
239,361,2020-04-26
239,398,2020-03-21
239,434,2021-07-15
240,295,2019-03-30
240,373,2025-04-21
240,481,2025-06-13
241,471,2016-06-28
242,481,2025-08-23
243,331,2021-05-03
243,386,2022-07-18
243,421,2025-10-29
243,449,2022-10-23
244,296,2020-04-14
244,319,2018-06-09
244,348,2021-07-09
244,411,2025-04-07
244,415,2023-06-26
244,416,2021-01-05
245,255,2021-09-24
245,385,2020-03-11
245,490,2016-11-22
246,257,2024-05-18
246,356,2024-01-18
246,414,2021-08-17
246,446,2024-12-26
246,489,2023-02-14
247,303,2017-05-02
247,476,2025-09-28
248,332,2017-05-23
248,347,2019-12-06
248,353,2018-12-08
248,363,2021-01-25
248,448,2024-12-25
248,460,2021-03-06
248,487,2017-08-02
249,394,2021-08-24
250,275,2025-08-26
250,328,2021-04-01
250,347,2026-03-23
250,389,2024-10-07
250,458,2020-07-07
251,367,2020-12-08
251,430,2023-10-31
252,400,2024-10-02
253,312,2023-04-16
254,306,2019-05-29
254,330,2022-04-18
254,353,2021-03-22
254,409,2017-11-25
254,436,2018-03-22
254,448,2021-07-07
254,450,2021-09-26
255,280,2019-09-27
255,357,2024-12-16
256,266,2016-11-05
256,302,2025-07-31
256,309,2021-05-25
256,313,2018-12-04
256,340,2024-12-01
256,349,2019-04-29
256,378,2026-02-15
256,429,2024-06-28
257,303,2021-12-02
257,401,2021-11-04
257,460,2025-01-02
258,266,2026-06-13
259,327,2025-03-30
259,344,2022-10-10
259,347,2024-09-20
259,396,2024-08-29
259,413,2022-07-06
259,451,2026-02-09
260,319,2022-10-09
260,342,2022-07-08
260,396,2024-04-19
260,438,2022-11-13
260,447,2023-02-12
260,460,2016-09-03
260,462,2019-11-20
260,472,2018-09-27
260,494,2016-12-05
261,316,2024-12-26
261,399,2017-02-26
261,439,2021-09-10
261,454,2019-11-22
262,387,2017-03-10
263,271,2024-10-31
263,276,2020-02-09
263,279,2021-11-15
263,474,2025-12-24
263,492,2016-09-10
263,498,2020-07-05
264,270,2023-05-22
264,332,2024-02-01
264,372,2024-01-31
264,414,2021-06-21
264,488,2023-08-27
265,350,2025-01-30
265,374,2018-01-22
266,287,2022-08-24
266,397,2017-10-16
266,430,2020-07-03
267,421,2017-01-19
267,433,2022-06-05
267,494,2026-03-02
268,296,2020-11-17
268,397,2019-06-12
268,447,2023-05-26
268,490,2024-07-29
269,334,2022-12-17
269,466,2022-05-13
270,316,2021-10-24
270,346,2023-09-02
270,364,2019-04-09
270,374,2023-12-30
270,424,2026-01-22
271,321,2026-05-05
271,407,2023-04-21
271,416,2022-06-25
271,481,2024-12-28
272,330,2025-02-20
272,349,2022-01-07
272,377,2020-07-03
272,381,2024-06-03
273,306,2020-04-04
273,321,2025-09-06
273,328,2018-04-17
273,391,2022-08-07
273,415,2017-03-14
273,426,2016-11-09
273,435,2016-11-28
274,331,2022-01-08
274,350,2017-08-30
274,400,2021-10-07
274,456,2022-03-01
274,457,2020-10-17
275,367,2019-10-15
275,395,2025-07-16
276,438,2024-03-19
276,472,2025-04-30
277,298,2024-03-01
277,362,2018-09-15
277,402,2020-09-19
277,427,2021-01-11
277,435,2021-07-17
277,436,2023-02-14
277,442,2023-11-17
278,305,2016-11-04
278,353,2021-10-18
278,370,2016-07-10
278,374,2024-09-01
278,477,2018-04-17
279,293,2020-04-18
279,350,2026-06-03
279,351,2021-01-03
279,471,2021-08-15
280,355,2022-12-26
280,359,2016-09-03
280,362,2025-09-26
280,379,2024-05-04
280,392,2019-06-02
280,397,2017-06-26
281,307,2025-02-05
282,469,2019-07-07
283,494,2017-11-26
284,343,2018-11-27
284,365,2024-07-17
284,406,2018-07-07
285,447,2023-03-28
285,496,2026-05-21
286,331,2025-02-03
286,409,2018-08-07
286,425,2025-02-19
286,446,2020-01-29
288,300,2026-01-10
288,319,2018-03-16
288,413,2024-08-22
288,440,2024-11-03
288,469,2018-07-08
289,371,2023-03-06
289,403,2021-05-26
289,431,2017-09-09
289,486,2025-10-22
290,300,2016-08-24
290,404,2019-11-21
291,349,2018-02-20
291,387,2022-12-13
291,465,2025-01-01
291,469,2021-10-23
292,295,2024-10-17
292,469,2020-11-13
292,473,2020-05-04
292,485,2019-06-10
293,325,2016-10-21
293,366,2025-06-28
293,389,2026-03-10
293,391,2024-08-18
294,348,2023-07-01
294,361,2023-10-07
295,309,2023-02-26
295,421,2025-08-02
296,403,2026-03-29
296,404,2018-01-26
297,309,2022-07-22
297,359,2021-03-31
297,433,2026-05-13
298,368,2019-06-24
298,379,2020-04-11
298,412,2024-04-11
298,463,2025-02-15
299,408,2024-06-19
299,417,2021-03-02
299,451,2023-02-01
299,497,2025-09-05
300,307,2017-02-02
300,324,2021-02-25
300,331,2021-05-08
300,373,2022-03-06
300,459,2025-10-18
300,487,2021-01-08
301,434,2022-09-29
302,335,2025-07-25
302,340,2019-02-07
302,345,2016-08-04
302,350,2021-04-01
303,322,2018-08-14
303,463,2017-02-26
304,396,2016-10-27
304,486,2017-05-28
305,427,2019-04-26
305,460,2020-12-08
306,315,2017-11-07
306,363,2016-07-07
306,379,2023-11-11
306,394,2023-01-27
306,416,2025-06-17
306,475,2022-12-30
307,318,2020-03-04
307,361,2019-12-26
308,442,2022-01-20
309,416,2022-07-14
310,358,2019-04-12
311,362,2018-12-14
311,471,2017-12-11
312,374,2025-11-25
312,424,2017-12-06
313,421,2021-06-27
313,483,2023-05-25
314,332,2018-07-10
314,334,2023-12-18
314,380,2022-06-05
315,352,2022-02-06
315,462,2022-04-01
315,468,2019-10-31
316,341,2016-11-13
316,357,2019-10-10
317,430,2021-01-12
317,444,2019-04-25
317,463,2021-04-20
317,497,2024-10-27
318,364,2022-07-13
318,385,2025-04-04
318,397,2024-03-11
318,452,2022-03-26
319,344,2024-07-31
320,443,2025-04-02
320,453,2021-12-06
320,461,2019-03-21
321,421,2020-03-29
321,435,2023-11-18
321,453,2020-09-12
321,489,2019-12-02
321,499,2022-02-08
322,327,2019-10-16
322,378,2021-08-01
322,468,2023-07-17
323,464,2024-02-09
323,490,2019-09-27
324,461,2017-08-29
324,482,2021-06-17
325,364,2017-05-27
326,387,2025-11-11
327,373,2020-04-02
327,385,2026-03-13
327,460,2020-11-11
327,478,2017-11-14
327,491,2021-12-19
328,362,2021-10-31
328,363,2017-05-17
328,411,2024-08-12
328,475,2019-04-30
329,371,2016-12-20
329,372,2020-05-02
329,376,2022-09-13
329,378,2022-06-09
329,385,2016-12-16
330,433,2026-04-16
330,438,2019-09-22
330,466,2019-07-10
330,490,2025-11-13
331,332,2024-09-16
332,408,2018-07-01
332,438,2023-04-19
332,457,2022-05-17
333,393,2019-01-06
333,436,2019-06-21
334,399,2021-06-08
334,446,2023-12-30
335,377,2023-02-28
336,408,2022-11-08
336,429,2018-06-01
337,391,2020-04-16
337,450,2022-12-24
337,460,2023-12-11
338,345,2018-12-28
338,348,2017-07-30
339,369,2026-04-29
339,400,2016-10-19
339,447,2021-08-05
339,467,2019-05-05
339,494,2024-08-29
340,462,2024-10-15
340,473,2026-01-26
341,441,2020-05-06
342,363,2022-12-08
342,479,2020-03-18
343,367,2016-08-11
343,409,2017-01-22
343,439,2024-08-03
343,449,2017-04-05
344,433,2025-03-30
345,398,2025-11-02
345,404,2021-08-09
345,488,2025-11-27
345,500,2019-03-03
346,391,2022-09-27
347,349,2016-11-06
348,368,2021-05-02
348,384,2023-12-23
348,437,2024-04-24
348,453,2023-04-26
349,362,2021-07-14
349,363,2024-05-07
349,424,2022-05-19
349,444,2022-08-11
349,491,2019-10-29
350,412,2025-07-22
350,460,2019-09-03
350,467,2023-05-16
350,471,2023-06-09
351,404,2022-05-13
351,441,2022-03-14
352,399,2020-02-19
352,400,2021-07-15
353,377,2020-01-07
353,446,2023-10-07
354,388,2026-02-28
354,440,2021-04-15
355,421,2019-05-01
355,458,2026-01-13
356,450,2019-06-18
356,456,2017-06-03
356,493,2017-01-01
357,364,2019-04-06
357,375,2023-07-09
357,425,2023-11-28
358,420,2019-06-26
358,487,2018-03-01
359,389,2022-10-14
359,390,2019-01-21
359,423,2018-08-19
360,488,2022-11-18
362,373,2017-03-12
362,406,2021-12-04
362,427,2018-08-27
363,395,2021-08-23
363,461,2021-05-17
364,365,2026-03-18
364,375,2025-10-10
364,494,2022-07-20
365,366,2022-03-22
365,406,2020-10-17
365,483,2017-12-28
366,476,2021-08-07
367,389,2024-08-26
369,419,2023-08-24
370,371,2024-10-30
370,404,2017-08-29
370,407,2025-01-14
371,431,2024-05-12
372,397,2025-01-06
372,465,2024-12-11
372,477,2024-02-28
374,382,2019-04-29
374,398,2021-06-25
374,434,2018-12-16
374,456,2017-10-16
374,474,2023-09-04
374,479,2023-09-20
375,391,2022-06-09
375,410,2018-06-11
375,450,2019-01-18
375,458,2020-08-25
376,385,2019-01-23
376,395,2026-01-27
376,417,2025-08-16
377,476,2021-10-23
377,497,2025-02-11
379,497,2024-02-14
380,450,2016-07-28
381,448,2020-05-07
382,476,2024-11-04
382,482,2019-04-28
383,421,2024-01-20
383,467,2026-03-16
383,500,2023-01-22
384,406,2025-03-16
384,477,2017-05-26
385,441,2022-12-03
385,451,2020-02-02
385,457,2026-02-12
386,407,2023-12-02
386,442,2025-02-04
387,425,2017-10-08
387,457,2019-04-05
388,408,2022-04-21
388,450,2020-12-22
389,418,2026-06-08
389,450,2022-04-24
391,437,2022-08-08
391,449,2019-09-14
391,480,2020-01-27
393,395,2019-06-03
393,404,2021-06-15
393,421,2020-07-26
393,465,2017-12-26
394,428,2025-04-30
394,446,2018-11-29
395,459,2016-10-10
396,454,2022-11-22
396,458,2025-09-05
397,459,2026-03-30
397,469,2024-01-07
398,415,2019-05-31
398,445,2024-12-21
399,414,2024-08-13
399,476,2016-07-15
400,411,2019-04-01
400,485,2024-02-15
400,491,2016-08-05
403,408,2019-05-11
404,428,2021-11-07
404,493,2025-12-28
404,498,2025-05-13
405,410,2016-07-07
406,440,2024-04-19
406,461,2021-04-29
406,489,2021-06-29
407,471,2023-10-07
409,493,2022-02-19
410,449,2020-05-15
410,464,2016-06-30
412,417,2018-10-30
412,430,2016-12-11
412,442,2026-03-06
413,427,2023-08-31
413,467,2023-12-17
413,483,2016-12-28
414,451,2016-11-23
415,432,2022-01-25
415,442,2020-12-27
415,477,2019-01-02
417,492,2019-05-12
418,430,2021-10-27
420,481,2026-06-13
421,433,2024-10-07
421,467,2022-09-08
422,447,2025-08-26
423,462,2023-12-17
424,459,2020-11-21
424,475,2019-06-28
426,434,2025-05-30
429,461,2023-06-15
430,470,2025-01-16
430,471,2021-06-28
430,486,2021-07-04
430,487,2017-07-13
432,480,2021-12-11
433,465,2017-10-26
434,471,2019-02-05
436,480,2018-08-07
437,470,2022-10-08
438,440,2017-07-05
438,488,2018-07-31
439,498,2023-02-27
440,460,2025-04-10
445,489,2020-03-24
447,451,2026-04-16
447,478,2023-05-22
447,480,2018-04-27
447,488,2019-09-13
448,479,2016-12-09
449,475,2016-08-13
450,479,2018-12-18
451,457,2021-12-02
451,488,2024-05-10
451,494,2019-04-22
451,499,2024-12-21
452,460,2020-11-10
452,461,2018-04-14
453,465,2022-08-29
454,482,2019-11-23
455,487,2023-08-13
455,488,2025-06-10
456,483,2021-01-14
457,469,2016-10-22
459,466,2023-07-21
460,463,2019-03-22
462,464,2019-02-12
464,471,2025-04-04
468,490,2017-09-12
468,494,2023-01-12
469,492,2022-08-30
470,481,2025-07-18
471,476,2021-11-02
471,482,2025-06-13
471,493,2022-01-25
475,500,2019-04-06
481,499,2016-11-18
483,493,2017-11-22
